Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq
2803	8	expose	322	False	FacebookAI/roberta-base	0.1973621845245361	2.341082572937012	8	161	hack_meaning2_syn1	unexpected	The group named Anonymous infiltrate the system to expose security flaws.	4	1280	7.155396301896734
2804	9	security	322	False	FacebookAI/roberta-base	0.3118200004100799	1.681214690208435	9	161	hack_meaning2_syn1	unexpected	The group named Anonymous infiltrate the system to expose security flaws.	4	19169	9.86110183603969
2805	10	flaws.	322	False	FacebookAI/roberta-base	0.6384942084550858	0.7039899528026581	10	161	hack_meaning2_syn1	unexpected	The group named Anonymous infiltrate the system to expose security flaws.	4	1225	7.111512116496157
2806	0	Hackers	323	False	FacebookAI/roberta-base	0.4923808821622515	5.835031233727932	0	162	hack_meaning2_syn1	expected	Hackers hack the government database.	1	841	6.7357800142423265
2807	1	hack	323	False	FacebookAI/roberta-base	0.0537140779197216	4.218555927276611	1	162	hack_meaning2_syn1	expected	Hackers hack the government database.	1	757	6.630683385642372
2808	2	the	323	False	FacebookAI/roberta-base	0.0084759453311562	6.882410049438477	2	162	hack_meaning2_syn1	expected	Hackers hack the government database.	1	6500900	15.687451340644257
2809	3	government	323	False	FacebookAI/roberta-base	0.0063355946913361	7.302304267883301	3	162	hack_meaning2_syn1	expected	Hackers hack the government database.	1	40579	10.611030613379805
2810	4	database.	323	False	FacebookAI/roberta-base	0.1297121737152337	3.267319202423096	4	162	hack_meaning2_syn1	expected	Hackers hack the government database.	1	2273	7.729295674310482
2811	0	Hackers	324	False	FacebookAI/roberta-base	0.4878221968392608	5.766038689762353	0	162	hack_meaning2_syn1	unexpected	Hackers infiltrate the government database.	1	841	6.7357800142423265
2812	1	infiltrate	324	False	FacebookAI/roberta-base	0.0176257230341434	5.826173782348633	1	162	hack_meaning2_syn1	unexpected	Hackers infiltrate the government database.	1	178	5.187385805840755
2813	2	the	324	False	FacebookAI/roberta-base	0.0327982269227504	4.930238246917725	2	162	hack_meaning2_syn1	unexpected	Hackers infiltrate the government database.	1	6500900	15.687451340644257
2814	3	government	324	False	FacebookAI/roberta-base	0.005120585206896	7.609475612640381	3	162	hack_meaning2_syn1	unexpected	Hackers infiltrate the government database.	1	40579	10.611030613379805
2815	4	database.	324	False	FacebookAI/roberta-base	0.1172222746536135	3.8882040977478023	4	162	hack_meaning2_syn1	unexpected	Hackers infiltrate the government database.	1	2273	7.729295674310482
2816	0	They	325	False	FacebookAI/roberta-base	0.4513849020004272	1.147570013999939	0	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	443079	13.00150561963087
2817	1	hack	325	False	FacebookAI/roberta-base	0.0010937096085399	9.836554527282717	1	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	757	6.630683385642372
2818	2	the	325	False	FacebookAI/roberta-base	0.5673821568489075	0.8176073431968689	2	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	6500900	15.687451340644257
2819	3	network	325	False	FacebookAI/roberta-base	0.0772667527198791	3.6940083503723145	3	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	13858	9.536690120068803
2820	4	to	325	False	FacebookAI/roberta-base	0.1320993304252624	2.920305013656616	4	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	3042375	14.928149347056001
2821	5	steal	325	False	FacebookAI/roberta-base	0.3715918660163879	1.4282091856002808	5	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	1720	7.450660796211539
2822	6	sensitive	325	False	FacebookAI/roberta-base	0.1474616527557373	2.7615880966186523	6	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	4764	8.469052816088302
2823	7	data.	325	False	FacebookAI/roberta-base	0.703170046210289	0.5964150056242943	7	163	hack_meaning2_syn1	expected	They hack the network to steal sensitive data.	1	30321	10.319628800641526
2824	0	They	326	False	FacebookAI/roberta-base	0.4189645648002624	1.255099892616272	0	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	443079	13.00150561963087
2825	1	infiltrate	326	False	FacebookAI/roberta-base	0.0005196643760427	10.91013240814209	1	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	178	5.187385805840755
2826	2	the	326	False	FacebookAI/roberta-base	0.7749841213226318	0.3677613437175751	2	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	6500900	15.687451340644257
2827	3	network	326	False	FacebookAI/roberta-base	0.1771982163190841	2.4965639114379883	3	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	13858	9.536690120068803
2828	4	to	326	False	FacebookAI/roberta-base	0.0598849095404148	4.061663627624512	4	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	3042375	14.928149347056001
2829	5	steal	326	False	FacebookAI/roberta-base	0.3409022986888885	1.5525697469711304	5	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	1720	7.450660796211539
2830	6	sensitive	326	False	FacebookAI/roberta-base	0.1482024490833282	2.7543587684631348	6	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	4764	8.469052816088302
2831	7	data.	326	False	FacebookAI/roberta-base	0.6566499620676041	0.7490832209587097	7	163	hack_meaning2_syn1	unexpected	They infiltrate the network to steal sensitive data.	1	30321	10.319628800641526
2832	0	They	327	False	FacebookAI/roberta-base	0.1799091845750808	2.474659204483032	0	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	443079	13.00150561963087
2833	1	hack	327	False	FacebookAI/roberta-base	0.0073118973523378	7.09553861618042	1	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	757	6.630683385642372
2834	2	the	327	False	FacebookAI/roberta-base	0.6142463088035583	0.7031108736991882	2	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	6500900	15.687451340644257
2835	3	company	327	False	FacebookAI/roberta-base	0.1543333828449249	2.695878028869629	3	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	60124	11.004181007408063
2836	4	’	327	False	FacebookAI/roberta-base	0.9991475641727448	0.0012303886760491	4	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	0	0.0
2837	5	s	327	False	FacebookAI/roberta-base	0.9998620748519896	0.0001989701995626	5	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	29997	10.308885991755306
2838	6	server.	327	False	FacebookAI/roberta-base	0.3683325164020061	2.146703153848648	6	164	hack_meaning2_syn2	expected	They hack the company’s server.	1	1540	7.340186835320115
2839	0	They	328	False	FacebookAI/roberta-base	0.4881012737751007	1.03474760055542	0	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	443079	13.00150561963087
2840	1	invade	328	False	FacebookAI/roberta-base	0.0001460329367546	12.741418838500977	1	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	593	6.386879319362645
2841	2	the	328	False	FacebookAI/roberta-base	0.5999017357826233	0.7372018098831177	2	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	6500900	15.687451340644257
2842	3	company	328	False	FacebookAI/roberta-base	0.0225085951387882	5.473380088806152	3	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	60124	11.004181007408063
2843	4	’	328	False	FacebookAI/roberta-base	0.9994221925735474	0.0008338905172422	4	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	0	0.0
2844	5	s	328	False	FacebookAI/roberta-base	0.9998936653137208	0.0001534003677079	5	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	29997	10.308885991755306
2845	6	server.	328	False	FacebookAI/roberta-base	0.3629662872990593	5.283518761396409	6	164	hack_meaning2_syn2	unexpected	They invade the company’s server.	1	1540	7.340186835320115
2846	0	Some	329	False	FacebookAI/roberta-base	0.2655328214168548	1.9130377769470213	0	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	186855	12.138093545717313
2847	1	evil	329	False	FacebookAI/roberta-base	0.0024014855735003	8.70185661315918	1	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	4047	8.305978210967302
2848	2	people	329	False	FacebookAI/roberta-base	0.2778818309307098	1.8474565744400024	2	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	175706	12.076573114019022
2849	3	hack	329	False	FacebookAI/roberta-base	0.0015482932794839	9.335105895996094	3	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	757	6.630683385642372
2850	4	his	329	False	FacebookAI/roberta-base	0.0138374725356698	6.175275802612305	4	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	458105	13.03485587736601
2851	5	email	329	False	FacebookAI/roberta-base	0.2116833925247192	2.240020036697388	5	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	5224	8.561210076833012
2852	6	account.	329	False	FacebookAI/roberta-base	0.6095229089260101	0.7163355350494385	6	165	hack_meaning2_syn2	expected	Some evil people hack his email account.	3	11891	9.383621184117988
2853	0	Some	330	False	FacebookAI/roberta-base	0.1032099351286888	3.276346206665039	0	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	186855	12.138093545717313
2854	1	evil	330	False	FacebookAI/roberta-base	0.0107418904080986	6.540608406066895	1	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	4047	8.305978210967302
2855	2	people	330	False	FacebookAI/roberta-base	0.0923316925764083	3.43703031539917	2	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	175706	12.076573114019022
2856	3	invade	330	False	FacebookAI/roberta-base	2.057145866274368e-05	15.56899642944336	3	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	593	6.386879319362645
2857	4	his	330	False	FacebookAI/roberta-base	0.0093319462612271	6.743606090545654	4	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	458105	13.03485587736601
2858	5	email	330	False	FacebookAI/roberta-base	0.0643341764807701	3.958270788192749	5	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	5224	8.561210076833012
2859	6	account.	330	False	FacebookAI/roberta-base	0.5269812494516373	0.9264042675495148	6	165	hack_meaning2_syn2	unexpected	Some evil people invade his email account.	3	11891	9.383621184117988
2860	0	The	331	False	FacebookAI/roberta-base	0.0188157614320516	5.731914520263672	0	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	6500900	15.687451340644257
2861	1	group	331	False	FacebookAI/roberta-base	0.5883992314338684	0.7651326656341553	1	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	42577	10.659092966935683
2862	2	named	331	False	FacebookAI/roberta-base	0.0016515230527147	9.241987228393556	2	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	13539	9.513403546466266
2863	3	Anonymous	331	False	FacebookAI/roberta-base	0.0003452306846156	11.500151634216309	3	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	1893	7.546446273746024
2864	4	hack	331	False	FacebookAI/roberta-base	3.766651934711263e-05	14.69635772705078	4	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	757	6.630683385642372
2865	5	the	331	False	FacebookAI/roberta-base	0.8022395372390747	0.3178950250148773	5	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	6500900	15.687451340644257
2866	6	system	331	False	FacebookAI/roberta-base	0.1527507752180099	2.7107484340667725	6	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	50920	10.838030691127368
2867	7	to	331	False	FacebookAI/roberta-base	0.5999001264572144	0.7372056841850281	7	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	3042375	14.928149347056001
2868	8	expose	331	False	FacebookAI/roberta-base	0.133738175034523	2.902516841888428	8	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	1280	7.155396301896734
2869	9	security	331	False	FacebookAI/roberta-base	0.4892570078372955	1.0313355922698977	9	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	19169	9.86110183603969
2870	10	flaws.	331	False	FacebookAI/roberta-base	0.6703111529350281	0.6088795363903045	10	166	hack_meaning2_syn2	expected	The group named Anonymous hack the system to expose security flaws.	4	1225	7.111512116496157
2871	0	The	332	False	FacebookAI/roberta-base	0.0098862247541546	6.660364627838135	0	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	6500900	15.687451340644257
2872	1	group	332	False	FacebookAI/roberta-base	0.2497357279062271	2.00152587890625	1	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	42577	10.659092966935683
2873	2	named	332	False	FacebookAI/roberta-base	0.0081546306610107	6.938164710998535	2	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	13539	9.513403546466266
2874	3	Anonymous	332	False	FacebookAI/roberta-base	0.0005698697059415	10.777080535888672	3	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	1893	7.546446273746024
2875	4	invade	332	False	FacebookAI/roberta-base	4.6840202827525e-08	24.34767723083496	4	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	593	6.386879319362645
2876	5	the	332	False	FacebookAI/roberta-base	0.8876486420631409	0.1719393879175186	5	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	6500900	15.687451340644257
2877	6	system	332	False	FacebookAI/roberta-base	0.0401766337454319	4.6374993324279785	6	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	50920	10.838030691127368
2878	7	to	332	False	FacebookAI/roberta-base	0.4770508706569671	1.0677850246429443	7	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	3042375	14.928149347056001
2879	8	expose	332	False	FacebookAI/roberta-base	0.142581433057785	2.810142040252685	8	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	1280	7.155396301896734
2880	9	security	332	False	FacebookAI/roberta-base	0.1969311833381652	2.3442366123199463	9	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	19169	9.86110183603969
2881	10	flaws.	332	False	FacebookAI/roberta-base	0.6454619765281677	0.6810135096311569	10	166	hack_meaning2_syn2	unexpected	The group named Anonymous invade the system to expose security flaws.	4	1225	7.111512116496157
2882	0	Hackers	333	False	FacebookAI/roberta-base	0.4923808821622515	5.835031233727932	0	167	hack_meaning2_syn2	expected	Hackers hack the government database.	1	841	6.7357800142423265
2883	1	hack	333	False	FacebookAI/roberta-base	0.0537140779197216	4.218555927276611	1	167	hack_meaning2_syn2	expected	Hackers hack the government database.	1	757	6.630683385642372
2884	2	the	333	False	FacebookAI/roberta-base	0.0084759453311562	6.882410049438477	2	167	hack_meaning2_syn2	expected	Hackers hack the government database.	1	6500900	15.687451340644257
2885	3	government	333	False	FacebookAI/roberta-base	0.0063355946913361	7.302304267883301	3	167	hack_meaning2_syn2	expected	Hackers hack the government database.	1	40579	10.611030613379805
2886	4	database.	333	False	FacebookAI/roberta-base	0.1297121737152337	3.267319202423096	4	167	hack_meaning2_syn2	expected	Hackers hack the government database.	1	2273	7.729295674310482
2887	0	Hackers	334	False	FacebookAI/roberta-base	0.4848471654695459	5.465457178652287	0	167	hack_meaning2_syn2	unexpected	Hackers invade the government database.	1	841	6.7357800142423265
2888	1	invade	334	False	FacebookAI/roberta-base	0.000258876098087	11.915451049804688	1	167	hack_meaning2_syn2	unexpected	Hackers invade the government database.	1	593	6.386879319362645
2889	2	the	334	False	FacebookAI/roberta-base	0.0153188183903694	6.02855110168457	2	167	hack_meaning2_syn2	unexpected	Hackers invade the government database.	1	6500900	15.687451340644257
2890	3	government	334	False	FacebookAI/roberta-base	0.0060628424398601	7.365789890289307	3	167	hack_meaning2_syn2	unexpected	Hackers invade the government database.	1	40579	10.611030613379805
2891	4	database.	334	False	FacebookAI/roberta-base	0.1132466018316335	5.994585514068603	4	167	hack_meaning2_syn2	unexpected	Hackers invade the government database.	1	2273	7.729295674310482
2892	0	They	335	False	FacebookAI/roberta-base	0.4513849020004272	1.147570013999939	0	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	443079	13.00150561963087
2893	1	hack	335	False	FacebookAI/roberta-base	0.0010937096085399	9.836554527282717	1	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	757	6.630683385642372
2894	2	the	335	False	FacebookAI/roberta-base	0.5673821568489075	0.8176073431968689	2	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	6500900	15.687451340644257
2895	3	network	335	False	FacebookAI/roberta-base	0.0772667527198791	3.6940083503723145	3	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	13858	9.536690120068803
2896	4	to	335	False	FacebookAI/roberta-base	0.1320993304252624	2.920305013656616	4	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	3042375	14.928149347056001
2897	5	steal	335	False	FacebookAI/roberta-base	0.3715918660163879	1.4282091856002808	5	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	1720	7.450660796211539
2898	6	sensitive	335	False	FacebookAI/roberta-base	0.1474616527557373	2.7615880966186523	6	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	4764	8.469052816088302
2899	7	data.	335	False	FacebookAI/roberta-base	0.703170046210289	0.5964150056242943	7	168	hack_meaning2_syn2	expected	They hack the network to steal sensitive data.	1	30321	10.319628800641526
2900	0	They	336	False	FacebookAI/roberta-base	0.6490504145622253	0.6235975027084351	0	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	443079	13.00150561963087
2901	1	invade	336	False	FacebookAI/roberta-base	2.8483174901339225e-05	15.099530220031738	1	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	593	6.386879319362645
2902	2	the	336	False	FacebookAI/roberta-base	0.3494242131710052	1.5169485807418823	2	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	6500900	15.687451340644257
2903	3	network	336	False	FacebookAI/roberta-base	0.0532832667231559	4.230173587799072	3	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	13858	9.536690120068803
2904	4	to	336	False	FacebookAI/roberta-base	0.0601974613964557	4.0541534423828125	4	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	3042375	14.928149347056001
2905	5	steal	336	False	FacebookAI/roberta-base	0.3254206478595733	1.6196223497390747	5	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	1720	7.450660796211539
2906	6	sensitive	336	False	FacebookAI/roberta-base	0.0671928972005844	3.895547389984131	6	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	4764	8.469052816088302
2907	7	data.	336	False	FacebookAI/roberta-base	0.7060022056102753	0.5791932120919228	7	168	hack_meaning2_syn2	unexpected	They invade the network to steal sensitive data.	1	30321	10.319628800641526
2908	0	The	337	False	FacebookAI/roberta-base	0.901064157485962	0.1502982974052429	0	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	6500900	15.687451340644257
2909	1	morning	337	False	FacebookAI/roberta-base	0.2270240932703018	2.139082670211792	1	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	20948	9.949846191514146
2910	2	air	337	False	FacebookAI/roberta-base	0.5533598065376282	0.8537101745605469	2	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	31824	10.368007423425608
2911	3	felt	337	False	FacebookAI/roberta-base	0.0291136633604764	5.1021599769592285	3	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	21860	9.992459506338392
2912	4	cool	337	False	FacebookAI/roberta-base	0.0378451980650424	4.723745822906494	4	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	15828	9.669598979685738
2913	5	after	337	False	FacebookAI/roberta-base	0.6427530646324158	0.6376635432243347	5	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	152950	11.937872887642017
2914	6	the	337	False	FacebookAI/roberta-base	0.9739150404930116	0.0381321385502815	6	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	6500900	15.687451340644257
2915	7	rain.	337	False	FacebookAI/roberta-base	0.6460971236228943	0.8350614160299301	7	169	cool_meaning1_syn1	expected	The morning air felt cool after the rain.	4	6968	8.84922702143852
2916	0	The	338	False	FacebookAI/roberta-base	0.8616676926612854	0.2147965282201767	0	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	6500900	15.687451340644257
2917	1	morning	338	False	FacebookAI/roberta-base	0.1965504139661789	2.3470287322998047	1	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	20948	9.949846191514146
2918	2	air	338	False	FacebookAI/roberta-base	0.5287753939628601	0.91927307844162	2	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	31824	10.368007423425608
2919	3	felt	338	False	FacebookAI/roberta-base	0.029658518731594	5.075409412384033	3	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	21860	9.992459506338392
2920	4	chilly	338	False	FacebookAI/roberta-base	0.0103364996612071	6.596108436584473	4	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	728	6.591673732008658
2921	5	after	338	False	FacebookAI/roberta-base	0.6380312442779541	0.6483010649681091	5	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	152950	11.937872887642017
2922	6	the	338	False	FacebookAI/roberta-base	0.96974515914917	0.0443224050104618	6	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	6500900	15.687451340644257
2923	7	rain.	338	False	FacebookAI/roberta-base	0.5982463508844376	1.0529799200594423	7	169	cool_meaning1_syn1	unexpected	The morning air felt chilly after the rain.	4	6968	8.84922702143852
2924	0	It	339	False	FacebookAI/roberta-base	0.9925532937049866	0.0107834981754422	0	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	1018575	13.833916131403635
2925	1	’	339	False	FacebookAI/roberta-base	0.9994827210903168	0.0007465707749361	1	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	0	0.0
2926	2	s	339	False	FacebookAI/roberta-base	0.9999666213989258	4.815433931071311e-05	2	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	29997	10.308885991755306
2927	3	getting	339	False	FacebookAI/roberta-base	0.0544336475431919	4.199357509613037	3	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	32983	10.403777874386735
2928	4	cool	339	False	FacebookAI/roberta-base	0.00151035154704	9.37090015411377	4	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	15828	9.669598979685738
2929	5	now	339	False	FacebookAI/roberta-base	0.991796612739563	0.011883764527738	5	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	139425	11.845289273546898
2930	6	that	339	False	FacebookAI/roberta-base	0.9929141998291016	0.0102590071037411	6	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	1342576	14.110101459400084
2931	7	the	339	False	FacebookAI/roberta-base	0.9990816116333008	0.0013255490921437	7	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	6500900	15.687451340644257
2932	8	sun	339	False	FacebookAI/roberta-base	0.8090932369232178	0.3056221902370453	8	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	19767	9.891819747668446
2933	9	has	339	False	FacebookAI/roberta-base	0.997711420059204	0.0033055006060749	9	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	333427	12.717182228975798
2934	10	gone	339	False	FacebookAI/roberta-base	0.9877079725265504	0.017843497917056	10	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	14754	9.59933728737704
2935	11	down.	339	False	FacebookAI/roberta-base	0.9086281061172484	0.1385090313851832	11	170	cool_meaning1_syn1	expected	It’s getting cool now that the sun has gone down.	2	96102	11.473175811952919
2936	0	It	340	False	FacebookAI/roberta-base	0.997066080570221	0.0042389859445393	0	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	1018575	13.833916131403635
2937	1	’	340	False	FacebookAI/roberta-base	0.999479442834854	0.0007513157142966	1	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	0	0.0
2938	2	s	340	False	FacebookAI/roberta-base	0.999975562095642	3.525601277942769e-05	2	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	29997	10.308885991755306
2939	3	getting	340	False	FacebookAI/roberta-base	0.1396699249744415	2.839906692504883	3	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	32983	10.403777874386735
2940	4	chilly	340	False	FacebookAI/roberta-base	0.0258274972438812	5.274948120117188	4	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	728	6.591673732008658
2941	5	now	340	False	FacebookAI/roberta-base	0.9995017051696776	0.0007190522155724	5	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	139425	11.845289273546898
2942	6	that	340	False	FacebookAI/roberta-base	0.9959012866020204	0.0059253443032503	6	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	1342576	14.110101459400084
2943	7	the	340	False	FacebookAI/roberta-base	0.9995436072349548	0.0006585432565771	7	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	6500900	15.687451340644257
2944	8	sun	340	False	FacebookAI/roberta-base	0.9490475058555604	0.0754478126764297	8	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	19767	9.891819747668446
2945	9	has	340	False	FacebookAI/roberta-base	0.9987427592277528	0.001814994495362	9	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	333427	12.717182228975798
2946	10	gone	340	False	FacebookAI/roberta-base	0.9891096353530884	0.0157976802438497	10	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	14754	9.59933728737704
2947	11	down.	340	False	FacebookAI/roberta-base	0.9237492382526398	0.1150293685495853	11	170	cool_meaning1_syn1	unexpected	It’s getting chilly now that the sun has gone down.	2	96102	11.473175811952919
2948	0	The	341	False	FacebookAI/roberta-base	0.9952385425567628	0.0068857208825647	0	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	6500900	15.687451340644257
2949	1	breeze	341	False	FacebookAI/roberta-base	0.3289677202701568	1.6039820909500122	1	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	1582	7.367077059881012
2950	2	from	341	False	FacebookAI/roberta-base	0.7850804924964905	0.3490874767303467	2	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	520124	13.161824446285243
2951	3	the	341	False	FacebookAI/roberta-base	0.9993963241577148	0.0008711729897186	3	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	6500900	15.687451340644257
2952	4	ocean	341	False	FacebookAI/roberta-base	0.3663446605205536	1.4487264156341553	4	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	7779	8.959311617172437
2953	5	was	341	False	FacebookAI/roberta-base	0.4651978611946106	1.1040836572647097	5	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	680189	13.430127449888799
2954	6	cool	341	False	FacebookAI/roberta-base	0.3645033836364746	1.455995798110962	6	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	15828	9.669598979685738
2955	7	and	341	False	FacebookAI/roberta-base	0.8833538293838501	0.1789366602897644	7	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	3155093	14.964528847491431
