Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_linear	adjusted_surp_linear	adjusted_prob_linear	expected_surp_gam	adjusted_surp	adjusted_prob
861	7	subject	103	False	FacebookAI/roberta-base	0.0573279038071632	4.1246185302734375	7	52	sentence_meaning2_syn1	expected	That sentence doesn’t have a subject or a verb.	1	12559	9.438272440022189	4.2739881572752445	-0.149369627001807	1.1611020845838984	4.204282975394369	-0.0796644451209314	1.082923626394626
862	8	or	103	False	FacebookAI/roberta-base	0.8595007658004761	0.2184291630983352	8	52	sentence_meaning2_syn1	expected	That sentence doesn’t have a subject or a verb.	1	483152	13.088088652659962	1.9898291869467233	-1.771400023848388	5.87907845241725	2.0094855700383785	-1.7910564069400432	5.995783108814211
863	9	a	103	False	FacebookAI/roberta-base	0.9969246983528136	0.0044435448944568	9	52	sentence_meaning2_syn1	expected	That sentence doesn’t have a subject or a verb.	1	2959949	14.900682934265681	0.8554560441128629	-0.8510124992184062	2.3420169421897064	0.4008416125540064	-0.3963980676595496	1.4864609118124834
864	10	verb.	103	False	FacebookAI/roberta-base	0.4706540843471883	2.745553787797689	10	52	sentence_meaning2_syn1	expected	That sentence doesn’t have a subject or a verb.	1	188	5.241747015059643	6.9002933286012045	-4.154739540803515	63.73536192459927	6.463430175246243	-3.717876387448554	41.17685750316816
865	0	That	104	False	FacebookAI/roberta-base	0.023028191179037	5.440454959869385	0	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	1342576	14.110101459400084	1.3502244550090161	4.090230504860369	0.01673537552855095	1.1191407638926283	4.321314195976757	0.013282416369159366
866	1	clause	104	False	FacebookAI/roberta-base	0.0036856646183878	8.08385944366455	1	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	722	6.583409222158765	6.060642895002681	2.0232165486618694	0.13222945782525716	7.011041418179758	1.0728180254847928	0.34204327135789203
867	2	doesn	104	False	FacebookAI/roberta-base	0.5294245481491089	0.9175029993057252	2	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	691	6.539585955617669	6.088068743743322	-5.170565744437597	176.0143884824192	7.011148261122637	-6.093645261816912	443.03344411725874
869	4	t	104	False	FacebookAI/roberta-base	0.9999995231628418	6.879304237372708e-07	4	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	10548	9.263786347681808	4.3831865250277975	-4.383185837097374	80.09278996466479	4.446516706316787	-4.4465160183863635	85.32914037607544
870	5	have	104	False	FacebookAI/roberta-base	0.8105067014694214	0.3031040132045746	5	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	480715	13.083031938121136	1.9929938229725739	-1.6898898097679993	5.418883564195138	2.011620811857612	-1.7085167986530374	5.520766993050611
871	6	a	104	False	FacebookAI/roberta-base	0.9985141158103944	0.0021452635992318	6	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	2959949	14.900682934265681	0.8554560441128629	-0.8533107805136311	2.347405746042575	0.4008416125540064	-0.3986963489547746	1.4898811459467527
872	7	subject	104	False	FacebookAI/roberta-base	0.0399521328508853	4.645583629608154	7	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	12559	9.438272440022189	4.2739881572752445	0.3715954723329098	0.6896331617992277	4.204282975394369	0.4413006542137854	0.6431992969207766
873	8	or	104	False	FacebookAI/roberta-base	0.8434758186340332	0.2455814182758331	8	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	483152	13.088088652659962	1.9898291869467233	-1.7442477686708902	5.72159589254429	2.0094855700383785	-1.7639041517625453	5.835174387556054
874	9	a	104	False	FacebookAI/roberta-base	0.996298611164093	0.0053499075584113	9	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	2959949	14.900682934265681	0.8554560441128629	-0.8501061365544517	2.339895187159978	0.4008416125540064	-0.3954917049955951	1.485114249514992
875	10	verb.	104	False	FacebookAI/roberta-base	0.4693170194514094	3.570608574897051	10	52	sentence_meaning2_syn1	unexpected	That clause doesn’t have a subject or a verb.	1	188	5.241747015059643	6.9002933286012045	-3.3296847537041536	27.92953563261597	6.463430175246243	-2.8928216003491922	18.04415122384379
876	0	Please	105	False	FacebookAI/roberta-base	0.9735965132713318	0.0386040657758712	0	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	8377	9.03336450150698	4.527391081157903	-4.488787015382032	89.01340847277909	4.768462636511828	-4.729858570735956	113.2795401736864
877	1	correct	105	False	FacebookAI/roberta-base	0.7344086170196533	0.4453451633453369	1	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	5067	8.53070154144103	4.841971882599611	-4.396626719254274	81.17657491299357	5.4550717766967125	-5.009726613351376	149.863759797067
878	2	the	105	False	FacebookAI/roberta-base	0.9882196187973022	0.0170963928103446	2	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	6500900	15.687451340644257	0.36307396011145876	-0.3459775673011142	1.4133709097380198	0.6392157956081483	-0.6221194027978038	1.8628720371201304
879	3	grammar	105	False	FacebookAI/roberta-base	0.3553506731986999	1.4926847219467163	3	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	380	5.942799375126701	6.461554788459792	-4.968870066513076	143.86423847638315	6.8626770125018055	-5.369992290555089	214.8612112372787
880	4	in	105	False	FacebookAI/roberta-base	0.1536562442779541	2.702221632003784	4	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	2204092	14.605826644371975	1.0399855108806566	1.6622361211231276	0.18971428132770135	0.6051344146888764	2.0970872173149075	0.12281363720033817
881	5	this	105	False	FacebookAI/roberta-base	0.9400599598884584	0.0891753360629081	5	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	446218	13.008565141875872	2.039597265646286	-1.9504219295833778	7.031653817539419	2.0407060260096705	-1.9515306899467624	7.039454560359418
882	6	sentence.	105	False	FacebookAI/roberta-base	0.4970384676707908	4.2573561090976	6	53	sentence_meaning2_syn1	expected	Please correct the grammar in this sentence.	6	2385	7.777373602657861	5.31342596924993	-1.0560698601523297	2.8750494098957464	6.344559426511555	-2.0872033174139553	8.062335811214103
883	0	Please	106	False	FacebookAI/roberta-base	0.8144322037696838	0.296133428812027	0	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	8377	9.03336450150698	4.527391081157903	-4.231257652345876	68.80370892954107	4.768462636511828	-4.472329207699801	87.56043211361857
884	1	correct	106	False	FacebookAI/roberta-base	0.4256182014942169	1.232368230819702	1	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	5067	8.53070154144103	4.841971882599611	-3.609603651779909	36.95140428873595	5.4550717766967125	-4.22270354587701	68.21766479340634
885	2	the	106	False	FacebookAI/roberta-base	0.9721093773841858	0.0408094264566898	2	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	6500900	15.687451340644257	0.36307396011145876	-0.322264533654769	1.3802498502052742	0.6392157956081483	-0.5984063691514585	1.8192173282123465
886	3	grammar	106	False	FacebookAI/roberta-base	0.3629272878170013	1.462247610092163	3	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	380	5.942799375126701	6.461554788459792	-4.999307178367629	148.31037086649013	6.8626770125018055	-5.400429402409642	221.5015090679067
887	4	in	106	False	FacebookAI/roberta-base	0.2358109056949615	2.0842976570129395	4	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	2204092	14.605826644371975	1.0399855108806566	1.0443121461322828	0.3519338151756017	0.6051344146888764	1.479163242324063	0.22782824568092253
888	5	this	106	False	FacebookAI/roberta-base	0.8922286629676819	0.1645146161317825	5	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	446218	13.008565141875872	2.039597265646286	-1.8750826495145034	6.521358085136855	2.0407060260096705	-1.876191409877888	6.5285927184932895
889	6	clause	106	False	FacebookAI/roberta-base	5.810032234876417e-06	17.393022537231445	6	53	sentence_meaning2_syn1	unexpected	Please correct the grammar in this clause	6	722	6.583409222158765	6.060642895002681	11.332379642228764	1.1978710099565038e-05	7.011041418179758	10.381981119051687	3.098581251476955e-05
890	0	The	107	False	FacebookAI/roberta-base	0.4152745604515075	1.2678626775741575	0	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	6500900	15.687451340644257	0.36307396011145876	0.9047887174626987	0.40462736676902167	0.6392157956081483	0.6286468819660092	0.5333129483663132
891	1	sentence	107	False	FacebookAI/roberta-base	0.0298983193933963	5.063791751861572	1	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	2385	7.777373602657861	5.31342596924993	-0.24963421738835745	1.2835558284062598	6.344559426511555	-1.280767674649983	3.599401834776684
892	2	ended	107	False	FacebookAI/roberta-base	0.2149151116609573	2.218161106109619	2	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	8533	9.051813463747946	4.515845194970527	-2.2976840888609082	9.951109861914114	4.7427076123988385	-2.5245465062892194	12.485232005385793
893	3	with	107	False	FacebookAI/roberta-base	0.914490520954132	0.1289598494768142	3	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	881608	13.689503926040112	1.613446374347225	-1.4844865248704107	4.412699019759139	1.5792714254079114	-1.4503115759310972	4.264443005995391
894	4	an	107	False	FacebookAI/roberta-base	0.9559057354927064	0.0650597661733627	4	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	435700	12.984711507260117	2.0545255497866908	-1.989465783613328	7.311626727990285	2.0491251573559044	-1.9840653911825417	7.272247501694901
895	5	exclamation	107	False	FacebookAI/roberta-base	0.5011420549126342	4.329967711615609	5	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	164	5.10594547390058	6.9852818020889496	-2.6553140904733405	14.229454693676157	6.375622700763867	-2.0456549891482583	7.734222711185601
896	6	mark.	107	False	FacebookAI/roberta-base	0.5013651698827744	1.085480511188507	6	54	sentence_meaning2_syn1	expected	The sentence ended with an exclamation mark.	1	14272	9.566124919629768	4.193974432977785	-3.108493921789278	22.387301970060648	4.029116161788344	-2.9436356505998367	18.98474288629267
897	0	The	108	False	FacebookAI/roberta-base	0.7790948152542114	0.3601292073726654	0	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	6500900	15.687451340644257	0.36307396011145876	-0.0029447527387933548	1.0029490927822122	0.6392157956081483	-0.27908658823548294	1.3219218017903764
898	1	clause	108	False	FacebookAI/roberta-base	8.564712516090367e-06	16.83316421508789	1	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	722	6.583409222158765	6.060642895002681	10.77252132008521	2.0967827473027487e-05	7.011041418179758	9.822122796908133	5.423832495494282e-05
899	2	ended	108	False	FacebookAI/roberta-base	0.1413032859563827	2.8231329917907715	2	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	8533	9.051813463747946	4.515845194970527	-1.692712203179756	5.434199388940194	4.7427076123988385	-1.919574620608067	6.818057591155314
900	3	with	108	False	FacebookAI/roberta-base	0.9115251302719116	0.1336456686258316	3	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	881608	13.689503926040112	1.613446374347225	-1.4798007057213933	4.392070279212493	1.5792714254079114	-1.4456257567820798	4.244507341234951
901	4	an	108	False	FacebookAI/roberta-base	0.8689440488815308	0.2026647627353668	4	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	435700	12.984711507260117	2.0545255497866908	-1.851860787051324	6.371664809778859	2.0491251573559044	-1.8464603946205376	6.3373480647155365
902	5	exclamation	108	False	FacebookAI/roberta-base	0.5007838463061489	4.609514791038237	5	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	164	5.10594547390058	6.9852818020889496	-2.375767011050713	10.759262495247658	6.375622700763867	-1.7661079097256307	5.848047879398641
903	6	mark.	108	False	FacebookAI/roberta-base	0.344450682401657	1.5464743375778198	6	54	sentence_meaning2_syn1	unexpected	The clause ended with an exclamation mark.	1	14272	9.566124919629768	4.193974432977785	-2.6475000953999652	14.118699090220018	4.029116161788344	-2.482641824210524	11.972852846458261
904	0	She	109	False	FacebookAI/roberta-base	0.1959651708602905	2.3513307571411133	0	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	272348	12.514839611059164	2.348584769233529	0.0027459879075841798	0.9972577788685807	2.1461111782554143	0.20521957888569897	0.8144684566990661
905	1	wrote	109	False	FacebookAI/roberta-base	0.1023887619376182	3.287870645523072	1	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	20257	9.916305056246742	3.9748217267360495	-0.6869510812129773	1.9876461137830361	3.5672405810105507	-0.27936993548747857	1.3222964177709648
906	2	a	109	False	FacebookAI/roberta-base	0.8534611463546753	0.228602647781372	2	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	2959949	14.900682934265681	0.8554560441128629	-0.626853396331491	1.87171176840461	0.4008416125540064	-0.17223896477263442	1.187961680290658
907	3	long	109	False	FacebookAI/roberta-base	0.1441650837659835	2.794206142425537	3	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	73317	11.202561423894746	3.1698458459965577	-0.3756397035710206	1.4559224755917008	2.361559588687494	0.43264655373804306	0.6487897636017005
908	4	sentence	109	False	FacebookAI/roberta-base	0.009825974702835	6.669183731079102	4	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	2385	7.777373602657861	5.31342596924993	1.3557577618291718	0.25775190587650343	6.344559426511555	0.3246243045675463	0.7227988548663499
909	5	full	109	False	FacebookAI/roberta-base	0.910789966583252	0.1348096579313278	5	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	27785	10.232287575708806	3.7770708636111747	-3.642261205679847	38.178067659154955	3.184937401242983	-3.050127743311655	21.11804193885505
910	6	of	109	False	FacebookAI/roberta-base	0.999504327774048	0.0007152704638428	6	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	3139402	14.959543212419398	0.8186196050956571	-0.8179043346318143	2.265746611979114	0.37456351988344583	-0.37384824941960304	1.4533165920859958
911	7	descriptive	109	False	FacebookAI/roberta-base	0.0021003880538046	8.89512825012207	7	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	248	5.517452896464707	6.727748733067015	2.167379517055055	0.11447720977620257	6.636463775562083	2.2586644745599873	0.10448994058450874
912	8	words.	109	False	FacebookAI/roberta-base	0.2243479192256927	2.204584002494812	8	55	sentence_meaning2_syn1	expected	She wrote a long sentence full of descriptive words.	4	19756	9.891263137913406	3.9904936726815103	-1.7859096701866983	5.965003666309752	3.5991355698249006	-1.3945515673300886	4.033165563851206
913	0	She	110	False	FacebookAI/roberta-base	0.1651805937290191	2.597883939743042	0	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	272348	12.514839611059164	2.348584769233529	0.2492991705095129	0.7793467809307487	2.1461111782554143	0.4517727614876277	0.6364987903310206
914	1	wrote	110	False	FacebookAI/roberta-base	0.0626525059342384	3.996484041213989	1	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	20257	9.916305056246742	3.9748217267360495	0.021662314477939315	0.9785706283970692	3.5672405810105507	0.42924346020343807	0.6510014169486965
915	2	a	110	False	FacebookAI/roberta-base	0.9301304817199708	0.1044949367642402	2	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	2959949	14.900682934265681	0.8554560441128629	-0.7509611073486228	2.119035658964389	0.4008416125540064	-0.2963466757897662	1.3449363328867967
916	3	long	110	False	FacebookAI/roberta-base	0.0159894656389951	5.966734409332275	3	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	73317	11.202561423894746	3.1698458459965577	2.7968885633357177	0.060999563941418186	2.361559588687494	3.6051748206447813	0.02718269230185178
917	4	clause	110	False	FacebookAI/roberta-base	3.7242728012643056e-06	18.034608840942383	4	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	722	6.583409222158765	6.060642895002681	11.973965945939701	6.306271484829934e-06	7.011041418179758	11.023567422762625	1.631268678113123e-05
918	5	full	110	False	FacebookAI/roberta-base	0.922427535057068	0.1164924576878547	5	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	27785	10.232287575708806	3.7770708636111747	-3.66057840592332	38.88382700408835	3.184937401242983	-3.068444943555128	21.508429833237347
919	6	of	110	False	FacebookAI/roberta-base	0.999426245689392	0.0008280308102257	6	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	3139402	14.959543212419398	0.8186196050956571	-0.8177915742854314	2.265491140010156	0.37456351988344583	-0.37373548907322013	1.4531527248427054
920	7	descriptive	110	False	FacebookAI/roberta-base	0.0021573142148554	8.856548309326172	7	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	248	5.517452896464707	6.727748733067015	2.1287995762591567	0.11898003461880904	6.636463775562083	2.220084533764089	0.10859992807622176
921	8	words.	110	False	FacebookAI/roberta-base	0.2037597484886646	2.5987716913223267	8	55	sentence_meaning2_syn1	unexpected	She wrote a long clause full of descriptive words.	4	19756	9.891263137913406	3.9904936726815103	-1.3917219813591837	4.021769505819958	3.5991355698249006	-1.000363878502574	2.719271132762727
922	0	Each	111	False	FacebookAI/roberta-base	0.8200225234031677	0.2862645983695984	0	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	87435	11.378662376149894	3.0596368529014546	-2.773372254531856	16.012541429339016	2.288794706893097	-2.0025301085234988	7.407774883039165
923	1	student	111	False	FacebookAI/roberta-base	0.2849704623222351	1.8111157417297363	1	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	10433	9.252824983582338	4.390046458974101	-2.578930717244365	13.183034229289095	4.461810812490415	-2.650695070760679	14.163880123649397
924	2	had	111	False	FacebookAI/roberta-base	0.7846962213516235	0.3497938811779022	2	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	298533	12.606639108175928	2.291134028540106	-1.9413401473622036	6.968082974128048	2.1353545614018206	-1.7855606802239183	5.962922303110821
925	3	to	111	False	FacebookAI/roberta-base	0.9994833469390868	0.0007455241284333	3	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	3042375	14.928149347056001	0.8382667804615807	-0.8375212563331473	2.3106324070077235	0.38789303629230476	-0.38714751216387144	1.4727737272896695
926	4	write	111	False	FacebookAI/roberta-base	0.8113366365432739	0.3016274869441986	4	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	11952	9.38873757187798	4.304988489024514	-4.003361002080315	54.78196325426168	4.2727567315197925	-3.971129244575594	53.044397129196845
927	5	a	111	False	FacebookAI/roberta-base	0.7389204502105713	0.4365089833736419	5	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	2959949	14.900682934265681	0.8554560441128629	-0.418947060739221	1.5203598659322841	0.4008416125540064	0.0356673708196355	0.9649612143641567
928	6	complete	111	False	FacebookAI/roberta-base	0.0308865085244178	5.016879558563232	6	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	12755	9.453757028129948	4.26429746087642	0.7525820976868127	0.47114842949125924	4.182939608351978	0.8339399502112546	0.4343346538451186
929	7	sentence	111	False	FacebookAI/roberta-base	0.0179959051311016	5.796187400817871	7	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	2385	7.777373602657861	5.31342596924993	0.4827614315679414	0.6170770209118447	6.344559426511555	-0.5483720256936842	1.7304336220626146
930	8	on	111	False	FacebookAI/roberta-base	0.729680597782135	0.4546630084514618	8	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	833044	13.63284294129851	1.6489064328885412	-1.1942434244370794	3.3010593246725204	1.634844628353925	-1.1801816199024633	3.2549653156922784
931	9	the	111	False	FacebookAI/roberta-base	0.548609733581543	0.8661478757858276	9	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	6500900	15.687451340644257	0.36307396011145876	0.5030739156743689	0.6046690982181037	0.6392157956081483	0.2269320801776793	0.7969749108462566
932	10	board.	111	False	FacebookAI/roberta-base	0.400290884077549	1.8145017325878143	10	56	sentence_meaning2_syn2	expected	Each student had to write a complete sentence on the board.	7	16110	9.687257547490987	4.118166183353976	-2.3036644507661617	10.010799404883503	3.8658857986780633	-2.051384066090249	7.778659838501133
933	0	Each	112	False	FacebookAI/roberta-base	0.8593976497650146	0.2186022698879242	0	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	87435	11.378662376149894	3.0596368529014546	-2.8410345830135304	17.13348238062655	2.288794706893097	-2.070192437005173	7.926348293822254
934	1	student	112	False	FacebookAI/roberta-base	0.1550732254981994	2.688978433609009	1	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	10433	9.252824983582338	4.390046458974101	-1.7010680253650925	5.479796829506679	4.461810812490415	-1.7728323788814064	5.887505413787588
935	2	had	112	False	FacebookAI/roberta-base	0.7715253829956055	0.3742144703865051	2	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	298533	12.606639108175928	2.291134028540106	-1.9169195581536007	6.799979232638182	2.1353545614018206	-1.7611400910153154	5.8190678810139405
936	3	to	112	False	FacebookAI/roberta-base	0.999172866344452	0.0011937534436583	3	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	3042375	14.928149347056001	0.8382667804615807	-0.8370730270179223	2.3095969459055405	0.38789303629230476	-0.38669928284864646	1.4721137348554334
937	4	write	112	False	FacebookAI/roberta-base	0.8273152709007263	0.273490846157074	4	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	11952	9.38873757187798	4.304988489024514	-4.03149764286744	56.345233125842185	4.2727567315197925	-3.9992658853627185	54.55808344057186
938	5	a	112	False	FacebookAI/roberta-base	0.4693111777305603	1.0913832187652588	5	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	2959949	14.900682934265681	0.8554560441128629	0.23592717465239588	0.789838192079277	0.4008416125540064	0.6905416062112524	0.5013044859038364
939	6	complete	112	False	FacebookAI/roberta-base	0.0013106553815305	9.575495719909668	6	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	12755	9.453757028129948	4.26429746087642	5.311198259033248	0.004936008555802294	4.182939608351978	5.39255611155769	0.004550327313572647
940	7	phrase	112	False	FacebookAI/roberta-base	9.820151171879844e-05	13.313895225524902	7	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	2772	7.927685045615778	5.219356785824605	8.094538439700298	0.0003052014707176851	6.187499540603136	7.126395684921766	0.0008036106398161852
941	8	on	112	False	FacebookAI/roberta-base	0.8265873789787292	0.274760752916336	8	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	833044	13.63284294129851	1.6489064328885412	-1.3741456799722052	3.9516992645852937	1.634844628353925	-1.360083875437589	3.896520110418751
942	9	the	112	False	FacebookAI/roberta-base	0.5291978716850281	0.9181208610534668	9	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	6500900	15.687451340644257	0.36307396011145876	0.555046900942008	0.5740453372979882	0.6392157956081483	0.27890506544531846	0.75661172840315
943	10	board.	112	False	FacebookAI/roberta-base	0.4639145880937576	1.2820142209529877	10	56	sentence_meaning2_syn2	unexpected	Each student had to write a complete phrase on the board.	7	16110	9.687257547490987	4.118166183353976	-2.8361519624009883	17.050029985374803	3.8658857986780633	-2.5838715777250756	13.24833094026205
944	0	That	113	False	FacebookAI/roberta-base	0.0287491083145141	5.1203389167785645	0	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	1342576	14.110101459400084	1.3502244550090161	3.7701144617695483	0.023049424858272476	1.1191407638926283	4.001198152885936	0.01829370709458682
945	1	sentence	113	False	FacebookAI/roberta-base	0.1632691025733947	2.6146762371063232	1	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	2385	7.777373602657861	5.31342596924993	-2.6987497321436065	14.861139699513187	6.344559426511555	-3.729883189405232	41.674239886953956
946	2	doesn	113	False	FacebookAI/roberta-base	0.5209737420082092	0.9407175183296204	2	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	691	6.539585955617669	6.088068743743322	-5.1473512254137015	171.97536252396134	7.011148261122637	-6.070430742793016	432.8670958051528
948	4	t	113	False	FacebookAI/roberta-base	0.9999995231628418	6.879304237372708e-07	4	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	10548	9.263786347681808	4.3831865250277975	-4.383185837097374	80.09278996466479	4.446516706316787	-4.4465160183863635	85.32914037607544
949	5	have	113	False	FacebookAI/roberta-base	0.8391762375831604	0.2529542446136474	5	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	480715	13.083031938121136	1.9929938229725739	-1.7400395783589264	5.697568918637251	2.011620811857612	-1.7586665672439645	5.804692065074031
950	6	a	113	False	FacebookAI/roberta-base	0.9986758828163148	0.0019115242175757	6	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	2959949	14.900682934265681	0.8554560441128629	-0.8535445198952872	2.347954491339346	0.4008416125540064	-0.39893008833643073	1.4902294305468753
951	7	subject	113	False	FacebookAI/roberta-base	0.0573279038071632	4.1246185302734375	7	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	12559	9.438272440022189	4.2739881572752445	-0.149369627001807	1.1611020845838984	4.204282975394369	-0.0796644451209314	1.082923626394626
952	8	or	113	False	FacebookAI/roberta-base	0.8595007658004761	0.2184291630983352	8	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	483152	13.088088652659962	1.9898291869467233	-1.771400023848388	5.87907845241725	2.0094855700383785	-1.7910564069400432	5.995783108814211
953	9	a	113	False	FacebookAI/roberta-base	0.9969246983528136	0.0044435448944568	9	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	2959949	14.900682934265681	0.8554560441128629	-0.8510124992184062	2.3420169421897064	0.4008416125540064	-0.3963980676595496	1.4864609118124834
954	10	verb.	113	False	FacebookAI/roberta-base	0.4706540843471883	2.745553787797689	10	57	sentence_meaning2_syn2	expected	That sentence doesn’t have a subject or a verb.	1	188	5.241747015059643	6.9002933286012045	-4.154739540803515	63.73536192459927	6.463430175246243	-3.717876387448554	41.17685750316816
955	0	That	114	False	FacebookAI/roberta-base	0.0229320582002401	5.446490287780762	0	57	sentence_meaning2_syn2	unexpected	That phrase doesn’t have a subject or a verb.	1	1342576	14.110101459400084	1.3502244550090161	4.096265832771746	0.016634676231819894	1.1191407638926283	4.327349523888134	0.013202494052209766
956	1	phrase	114	False	FacebookAI/roberta-base	0.0328278318047523	4.928936958312988	1	57	sentence_meaning2_syn2	unexpected	That phrase doesn’t have a subject or a verb.	1	2772	7.927685045615778	5.219356785824605	-0.29041982751161655	1.336988674844816	6.187499540603136	-1.258562582290148	3.520357624399804
957	2	doesn	114	False	FacebookAI/roberta-base	0.7694191932678223	0.378158301115036	2	57	sentence_meaning2_syn2	unexpected	That phrase doesn’t have a subject or a verb.	1	691	6.539585955617669	6.088068743743322	-5.709910442628286	301.84403471386406	7.011148261122637	-6.632989960007601	759.750401308184
